Ano,Estado,Occupation_Pct,Total_Visitors,Total_Visitors_Domestic,Total_Visitors_Foreign,Total_Overnight,Total_Overnight_Domestic,Total_Overnight_Foreign
2007,Michoac�n,42.17130499,2652142.816,2512834.682,139308.134,3400169.033,3211700.243,188468.7896
2007,Morelos,44.50895252,1332248.957,1262200.444,70048.51282,2163805.723,2040169.349,123636.3733
2007,Nayarit,64.57358076,1117452,652697,464755,3448985,1402708,2046277
2007,Nuevo Le�n,56.38183836,2189569.989,1814764.797,374805.1922,4448893.136,3721740.585,727152.5508
2007,Oaxaca,38.3084255,2445732.165,2247488.012,198244.1528,3950410.185,3340189.209,610220.9761
2007,Puebla,43.12253756,2057898.667,1794685.197,263213.4695,3095688.193,2648996.658,446691.5349
2007,Quer�taro,56.31673722,1432593.441,1327352.608,105240.8333,2330422.998,2157914.815,172508.1832
2007,Quintana Roo,69.49496755,7546720.017,2027348.275,5519371.743,36660354.35,5833907.258,30826447.1
2007,San Luis Potos�,47.85156256,1197811.728,1143347.455,54464.27348,1997012.052,1890021.747,106990.3046
2007,Sinaloa,56.27974717,2131682.976,1817246.502,314436.4747,5792962.035,4036903.739,1756058.296
2007,Sonora,54.02105587,2396690.652,1857056.787,539633.8648,4619515.312,3548420.394,1071094.919
2007,Tabasco,51.65249152,1097472.336,1043791.95,53680.38609,1816575.327,1744299.844,72275.48235
2007,Tamaulipas,-,-,-,-,-,-,-
2007,Tlaxcala,33.0644267,466239.9781,458383.6704,7856.307693,569278.905,556845.0355,12433.8695
2007,Veracruz,48.19302217,5564931.257,5417527.733,147403.5242,8718710.457,8471714.686,246995.7712
2007,Yucat�n,56.33218889,1589939.835,1174706.622,415233.2134,2648973.732,1995408.819,653564.9131
2007,Zacatecas,43.71496511,953882.1899,885408.2616,68473.92828,1491260.613,1353653.838,137606.775
2006,Aguascalientes,45.60462738,432166.8843,394055.6483,38111.23601,812023.2567,733640.6672,78382.58954
2006,Baja California,49.08122932,3532597.602,2171548.392,1361049.21,4898567,3047543.223,1851023.777
2006,Baja California Sur,65.03079948,1834519.538,665619.4499,1168900.088,6401058.331,1526216.282,4874842.049
2006,Campeche,53.99085089,1025681.845,762523.8144,263158.0307,1461478.773,1149994.891,311483.8823
2006,Chiapas,41.43101931,2056502.52,1641121.206,415381.3142,2852466.464,2255501.04,596965.4233
2006,Chihuahua,52.86965579,2667375.51,2107323.465,560052.0455,4696930.752,3840437.916,856492.8362
2006,Coahuila,-,-,-,-,-,-,-
2006,Colima,48.89182925,1224092.54,1134406.607,89685.93303,2646803.649,2389110.461,257693.1884
2006,Distrito Federal,54.38059701,10296329,7563355,2732974,20394682,14702721,5691961
2006,Durango,40.1490932,404368.0388,391435.075,12932.96384,633513.9838,610197.6549,23316.32891
2006,Guanajuato,40.95851709,2809810.815,2668129.38,141681.4349,4259448.935,3950443.331,309005.6037
2006,Guerrero,45.18694406,5818100.424,5543983.934,274116.4899,9160599.547,7771185.146,1389414.401
2006,Hidalgo,29.82251816,1249388,1208451,40937,1524393,1470334,54059
2006,Jalisco,51.0581585,5452893.058,4373704.417,1079188.641,12944558.7,8552482.936,4392075.768
2006,M�xico,38.09944418,2199249.588,2081992.176,117257.4114,3019980.491,2843695.602,176284.8888
2006,Michoac�n,48.88182257,2210411.399,2062661.915,147749.4841,3248918.105,3027727.842,221190.2626
2006,Morelos,44.40274655,1576143.044,1488894.068,87248.97592,2429535.678,2280748.988,148786.6902
2006,Nayarit,69.95386149,1789693.139,915541.8852,874151.2539,6585297.695,2506572.562,4078725.132
2006,Nuevo Le�n,57.52306353,1887644.074,1556611.325,331032.7488,3857869.063,3205802.279,652066.7834
2006,Oaxaca,38.01573779,1892567.329,1674364.325,218203.0037,3569806.821,2905978.113,663828.7084
2006,Puebla,44.38431946,2009199.64,1786706.592,222493.048,3097227.602,2698503.619,398723.9832
2006,Quer�taro,56.0006054,1328060.161,1219788.893,108271.2678,2183237.765,1999261.498,183976.2677
2006,Quintana Roo,71.02117166,6101389.915,1517415.967,4583973.948,30155427.96,4695799.352,25459628.61
2006,San Luis Potos�,46.34244992,1251794.623,1158698.612,93096.01171,1872388.902,1739067.294,133321.6083
2006,Sinaloa,57.3146555,2069708.697,1736861.906,332846.7918,5794158.356,3872291.067,1921867.289
2006,Sonora,55.54547157,2433471.26,1757657.582,675813.6787,4872167.434,3582420.787,1289746.647
2006,Tabasco,57.18631424,1189119.33,1140302.898,48816.43241,1973975.441,1886717.442,87257.99861
2006,Tamaulipas,-,-,-,-,-,-,-
2006,Tlaxcala,46.60387758,684154.4807,648744.5365,35409.94424,901031.7057,855539.3894,45492.31626
2006,Veracruz,51.15811916,5062758.831,4837695.595,225063.2354,8653224.242,8233017.38,420206.8618
2006,Yucat�n,53.80154333,1423181.626,1093460.117,329721.5094,2506193.821,1916015.081,590178.7393
2006,Zacatecas,43.89987384,871576.2929,761846.3563,109729.9366,1411130.093,1198996.645,212133.4475
2005,Aguascalientes,42.55723606,442258.5115,418204.7473,24053.76424,896730.5058,812199.9433,84530.56248
2005,Baja California,48.35086921,3572797.497,2176968.795,1395828.701,4950419.078,3052510.541,1897908.537
2005,Baja California Sur,59.56474068,1405395.043,484228.4886,921166.5547,5257468.285,1121032.239,4136436.046
2005,Campeche,52.03350442,1084031.916,836094.9471,247936.9693,1465030.072,1180264.048,284766.0244
2005,Chiapas,43.58733362,2698574.696,2148095.428,550479.2676,3838728.192,3052340.783,786387.4087
2005,Chihuahua,51.24655478,2244281.016,1820069.756,424211.26,4272553.306,3582981.476,689571.83
2005,Coahuila,33.83735379,1215707.628,1076207.064,139500.5635,1594897.682,1397287.737,197609.9457
2005,Colima,48.68293136,1143826.573,977616.5007,166210.072,2504349.3,2178131.259,326218.0416
2005,Distrito Federal,55.21311047,11408603,8166598,3242005,23791246,16859025,6932221
2005,Durango,33.98751033,436324.7185,416921.6131,19403.10545,545443.0316,520488.0251,24955.00645
2005,Guanajuato,39.91272399,2731690.491,2561997.654,169692.8369,3987601.155,3680255.84,307345.3158
2005,Guerrero,44.99514148,5197234.208,4817191.352,380042.8561,8995115.279,7394338.766,1600776.513
2005,Hidalgo,36.83006209,1119072.616,1100603.438,18469.17788,1347776.79,1322308.982,25467.80748
2005,Jalisco,49.48652687,5067299.274,4128272.807,939026.4669,12664062.93,8551166.865,4112896.065
2005,M�xico,35.76691792,1671683.091,1591124.78,80558.31145,2529743.286,2336788.256,192955.03
2005,Michoac�n,51.0310685,2696721.195,2523484.332,173236.8629,3859407.292,3585903.199,273504.093
2005,Morelos,38.45945733,1277423.501,1178788.973,98634.52836,2038030.656,1889899.008,148131.6485
2005,Nayarit,-,-,-,-,-,-,-
2005,Nuevo Le�n,57.85188734,1843857.847,1528874.428,314983.419,3613305.035,3035916.07,577388.9649
2005,Oaxaca,43.68201354,2167593.472,1903285.792,264307.6799,3981442.969,3263224.878,718218.0913
2005,Puebla,48.05310461,1914298.048,1706027.842,208270.2058,3038706.591,2634029.413,404677.1776
2005,Quer�taro,53.73574358,1196512.51,1096101.313,100411.1966,1962532.863,1779647.18,182885.6829
2005,Quintana Roo,76.09845044,6073561.904,1306722.73,4766839.174,30599483.23,4442027.585,26157455.64
2005,San Luis Potos�,48.22805921,1152204.504,1075957.716,76246.78824,1907273.616,1774709.444,132564.1726
2005,Sinaloa,50.59379379,1752779.289,1414760.076,338019.2133,5542373.113,3572810.887,1969562.226
2005,Sonora,55.53902195,2313633.503,1669260.293,644373.2097,3843985.334,2751613.456,1092371.878
2005,Tabasco,53.3348047,997310.9445,947379.0145,49931.92993,1679536.717,1591746.094,87790.62289
2005,Tamaulipas,-,-,-,-,-,-,-
2005,Tlaxcala,47.0779711,668084.2496,617716.1614,50368.08825,821872.509,761654.743,60217.76607
2005,Veracruz,44.57056395,4601635.517,4419581.82,182053.6975,7799640.904,7367738.982,431901.9223
2005,Yucat�n,58.4845834,1426874.033,1055777.219,371096.8138,2658260.288,1981524.936,676735.3518
2005,Zacatecas,41.79586344,881499.2681,820011.0514,61488.21676,1366399.526,1247966.432,118433.0933
2004,Aguascalientes,43.47022263,491433.1654,460371.5875,31061.57794,896230.8654,818141.7825,78089.08293
2004,Baja California,46.31375209,3070602.462,1746708.29,1323894.173,4384960.504,2570544.769,1814415.735
2004,Baja California Sur,44.56339211,1518309.882,1064687.089,453622.7936,3543763.163,2211558.332,1332204.831
2004,Campeche,50.04036626,1042848.649,805685.7287,237162.9202,1370802.49,1099983.348,270819.1421
2004,Chiapas,45.18140963,2560334.051,2040653.609,519680.4421,3733555.914,2953200.437,780355.4768
2004,Chihuahua,47.37744655,2987172.167,2487315.65,499856.5172,4853437.943,4035494.422,817943.5204
2004,Coahuila,34.79038568,1157034.559,1005326.571,151707.9881,1513479.427,1314921.485,198557.9422
2004,Colima,45.58125897,1081872.946,1016340.193,65532.75354,2311150.878,2137588.687,173562.1908
2004,Distrito Federal,54.59221532,10719621.84,7967612.575,2752009.266,22558821.93,16563886.35,5994935.58
2004,Durango,35.48660118,417766.0274,404325.5852,13440.44222,544222.3851,526020.0254,18202.3597
2004,Guanajuato,37.55924115,2466506.878,2322645.682,143861.1953,3672546.351,3404600.727,267945.6241
2004,Guerrero,45.19690267,5002483.098,4333619.404,668863.6933,9330339.671,7384461.652,1945878.02
2004,Hidalgo,38.66841094,1153601.651,1141657.067,11944.58445,1484005.538,1466738.815,17266.72369
2004,Jalisco,45.26613516,4608307.877,3766831.817,841476.0593,11265277.52,7591805.886,3673471.63
2004,M�xico,37.15804845,1489408.932,1391149.68,98259.25158,2479791.659,2159563.272,320228.387
2004,Michoac�n,38.45058054,2225507.519,2109160.474,116347.0451,2936638.471,2771513.784,165124.6869
2004,Morelos,38.60233076,1501550.714,1434664.807,66885.90701,2244912.337,2152507.241,92405.09645
2004,Nayarit,65.58531203,1155467.95,547989.4316,607478.5184,4889727.992,1626832.566,3262895.426
2004,Nuevo Le�n,53.36927484,1683576.633,1426230.914,257345.7183,3412028.687,2840525.833,571502.8533
2004,Oaxaca,44.11567344,2727670.295,2489346.068,238324.2268,4255847.786,3673316.451,582531.3351
2004,Puebla,55.20277373,2535752.889,2162104.878,373648.011,4073675.606,3422138.956,651536.6501
2004,Quer�taro,50.82340393,1154899.126,1062671.081,92228.04579,1930036.66,1758607.87,171428.7897
2004,Quintana Roo,77.49513599,6599399.873,1535101.161,5064298.711,33759298.24,5392286.341,28367011.89
2004,San Luis Potos�,55.36018206,1085594.759,1019314.532,66280.22679,1982808.506,1815428.237,167380.2697
2004,Sinaloa,37.83299374,1323327.48,1098359.86,224967.6207,4024067.524,3047065.427,977002.0971
2004,Sonora,50.48067232,2286239.143,1580031.419,706207.7235,3622844.138,2538414.971,1084429.167
2004,Tabasco,57.57783323,1011111.954,948658.1059,62453.84854,1600957.303,1513600.671,87356.63219
2004,Tamaulipas,-,-,-,-,-,-,-
2004,Tlaxcala,47.63820618,703276.7124,651614.7518,51661.96062,874101.9807,811782.0499,62319.93073
2004,Veracruz,45.19090925,4913756.378,4750806.804,162949.5732,7953678.789,7635989.802,317688.9868
2004,Yucat�n,53.61474436,1237033.726,884173.1565,352860.57,2240071.017,1581792.451,658278.5664
2004,Zacatecas,36.19144656,847935.9597,787127.6467,60808.31304,1218171.063,1124392.399,93778.66403
2003,Aguascalientes,44.39008411,554950.5463,505131.751,49818.79531,873898.9058,806265.6142,67633.29159
2003,Baja California,45.52061179,2810915.371,1676248.345,1134667.026,4076017.076,2460445.543,1615571.534
2003,Baja California Sur,42.6200565,1491405.909,1242243.073,249162.8354,3003143.146,2375408.09,627735.0566
2003,Campeche,54.35979693,980280.8467,671556.2541,308724.5926,1510175.377,1066871.674,443303.7025
2003,Chiapas,44.76398417,2394958.525,1894369.128,500589.3971,3434182.657,2695410.933,738771.7237
2003,Chihuahua,45.24761517,2539638.87,2118674.741,420964.1289,4069790.094,3362454.443,707335.6509
2003,Coahuila,30.06086772,1145430.934,953818.4677,191612.4664,1487926.15,1257830.89,230095.2601
2003,Colima,47.23418254,1032275.439,964559.8572,67715.58201,2275907.37,2086988.859,188918.5112
2003,Distrito Federal,52.17778647,9478466.379,6926907.103,2551559.276,19883680.17,14267112.24,5616567.931
2003,Durango,33.26794752,377043.3614,362212.0898,14831.27159,486961.1749,468114.9627,18846.21216
2003,Guanajuato,37.4602651,2334973.446,2206627.373,128346.0733,3579319.354,3339434.334,239885.0195
2003,Guerrero,35.75254868,2741606.371,2316691.644,424914.7273,7209295.56,5468586.566,1740708.994
2003,Hidalgo,41.70600079,1200636.241,1188308.232,12328.00945,1692493.289,1669348.403,23144.88622
2003,Jalisco,46.12806878,4323720.797,3470545.289,853175.5083,11319560.16,7468518.54,3851041.622
2003,M�xico,33.9738693,1252119.835,1145747.432,106372.4025,2403337.437,2078478.199,324859.238
2003,Michoac�n,37.18808324,2287454.591,2187586.664,99867.92739,2858286.542,2725863.16,132423.3811
2003,Morelos,39.4465318,1499492.407,1455776.003,43716.4035,2003571.006,1934810.753,68760.2538
2003,Nayarit,60.69884352,1197085.545,762267.1407,434818.404,4565017.105,1936519.619,2628497.485
2003,Nuevo Le�n,53.70292051,1685891.2,1435219.701,250671.4986,3264878.132,2741583.841,523294.291
2003,Oaxaca,42.51044487,1888725.413,1670427.265,218298.1474,3446091.549,2977406.097,468685.4522
2003,Puebla,57.38981444,2518830.692,2144301.391,374529.3014,4045456.488,3390249.398,655207.0898
2003,Quer�taro,48.10855529,992329.9061,938087.6658,54242.24029,1728078.064,1621370.91,106707.1535
2003,Quintana Roo,71.43214015,6097711.957,1702500.518,4395211.439,29928767.86,6214035.557,23714732.31
2003,San Luis Potos�,50.1160263,1160528.15,1093209.622,67318.52861,1511755.406,1431842.221,79913.18478
2003,Sinaloa,37.54133083,1268377.633,1091187.868,177189.7648,3555672.529,2722739.325,832933.204
2003,Sonora,43.19834883,1858179.134,1396706.156,461472.9777,3298350.79,2482903.273,815447.5167
2003,Tabasco,59.26472876,1041541.115,984714.7117,56826.40333,1451966.909,1368582.658,83384.25056
2003,Tamaulipas,-,-,-,-,-,-,-
2003,Tlaxcala,42.60179064,661430.0426,621777.3743,39652.66828,689407.5925,648095.7253,41311.86721
2003,Veracruz,49.6738746,4916584.782,4761309.729,155275.0524,8089230.041,7762014.186,327215.8553
2003,Yucat�n,-,-,-,-,-,-,-
2003,Zacatecas,36.5654148,812452.902,764587.8284,47865.07359,1046084.192,983230.8339,62853.35827
2002,Aguascalientes,45.97085147,525365.771,494816.0584,30549.71259,926920.06,864616.0225,62304.03753
2002,Baja California,46.04410044,2416240.776,1482712.693,933528.0829,3584643.48,2248785.94,1335857.539
2002,Baja California Sur,43.94239781,1356968.265,1166881.467,190086.7971,2592132.888,2133386.013,458746.8749
2002,Campeche,54.7366351,961496.8482,642391.7311,319105.1171,1618949.739,1127903.826,491045.9124
2002,Chiapas,42.44345889,2248839.583,1823257.504,425582.0794,3186814.977,2551732.344,635082.6329
2002,Chihuahua,42.75167557,2512946.829,2150672.621,362274.2078,3946937.206,3339129.199,607808.007
2002,Coahuila,-,-,-,-,-,-,-
2002,Colima,51.13945634,886363.8692,799435.4233,86928.44587,2368708.492,2020440.911,348267.5814
2002,Distrito Federal,55.14960964,8530133.792,6269570.662,2260563.13,18665537.49,13138451.23,5527086.257
2002,Durango,37.70247838,421554.1891,394259.0892,27295.0999,551540.5746,514944.1615,36596.41316
2002,Guanajuato,41.72886272,2706156.304,2541469.043,164687.2604,3810777.734,3532387.172,278390.5621
2002,Guerrero,40.40415809,3003139.188,2544981.469,458157.7192,8282660.628,6432381.248,1850279.38
2002,Hidalgo,40.27083224,1190288.637,1177224.691,13063.94618,1732354.088,1708387.794,23966.29376
2002,Jalisco,48.37801359,4378235.904,3492035.572,886200.3326,11743239.92,7566618.299,4176621.619
2002,M�xico,35.17121467,1086899.149,1007650.475,79248.6735,2387442.664,2100655.982,286786.6819
2002,Michoac�n,37.42608363,2140106.632,2049650.61,90456.0227,2786402.626,2662767.741,123634.8852
2002,Morelos,38.89208803,1378535.943,1342595.887,35940.05647,1997388.066,1919196.329,78191.73666
2002,Nayarit,56.92411938,871925.6323,488311.6592,383613.9731,4012898.704,1763523.336,2249375.367
2002,Nuevo Le�n,57.86996961,1654831.391,1383521.952,271309.4392,3094787.818,2524903.348,569884.4698
2002,Oaxaca,43.83167663,1743837.678,1536314.034,207523.6445,3200423.944,2708826.715,491597.2293
2002,Puebla,58.20644383,2379102.469,2031872.512,347229.9571,3848045.009,3243628.713,604416.2962
2002,Quer�taro,50.83056908,1049613.681,1009103.066,40510.61565,1785827.615,1711220.262,74607.35235
2002,Quintana Roo,65.38186115,5609478.542,1712099.556,3897378.986,26363583.24,6455959.991,19907623.25
2002,San Luis Potos�,55.36852762,1253099.645,1193605.73,59493.91555,1590764.983,1520018.032,70746.95092
2002,Sinaloa,38.45987255,1302428.701,1100421.886,202006.8149,3628432.477,2690225.247,938207.2295
2002,Sonora,45.48559155,1853215.622,1454765.964,398449.6574,3260451.066,2530214.584,730236.4821
2002,Tabasco,57.11914617,933110.6243,880123.9861,52986.63823,1341670.871,1267835.96,73834.91173
2002,Tamaulipas,-,-,-,-,-,-,-
2002,Tlaxcala,37.93764687,452985.6409,422115.0381,30870.60281,494859.4844,461552.5347,33306.94975
2002,Veracruz,45.49888125,4735837.8,4616936.13,118901.6699,7304905.727,7054952.59,249953.1371
2002,Yucat�n,-,-,-,-,-,-,-
2002,Zacatecas,44.42733145,720898.9195,702338.4609,18560.45862,842193.3026,819027.9325,23165.37011
2001,Aguascalientes,49.18314253,589798.0925,558949.6968,30848.39572,949235.953,890190.1353,59045.81772
2001,Baja California,43.75839791,2572550.02,1603334.681,969215.3384,3753766.726,2377258.594,1376508.132
2001,Baja California Sur,52.77770146,1501607.198,1058956.124,442651.074,2608651.082,1887030.87,721620.2116
2001,Campeche,58.8780408,1002540.156,694471.2433,308068.9125,1564431.118,1110574.38,453856.7377
2001,Chiapas,41.11706184,1912175.645,1468325.806,443849.839,2909791.405,2196535.658,713255.7468
2001,Chihuahua,47.75549308,2849691.141,2459675.259,390015.8825,4565682.667,3936564.77,629117.8977
2001,Coahuila,-,-,-,-,-,-,-
2001,Colima,55.3286924,987112.2821,891490.8054,95621.47676,2550615.449,2136588.254,414027.1956
2001,Distrito Federal,60.09284926,9015118.976,6476367.438,2538751.537,20496031.06,14181169.97,6314861.097
2001,Durango,41.91243613,449137.8357,430373.8413,18763.99437,598781.7078,575603.8344,23177.87337
2001,Guanajuato,44.81787593,2738766.686,2558920.486,179846.1999,3763310.653,3465211.723,298098.9304
2001,Guerrero,44.60401263,3717352.639,2535320.531,1182032.108,9195762.411,6417021.99,2778740.421
2001,Hidalgo,44.04232454,1277584.574,1270118.166,7466.407831,1735463.905,1720728.582,14735.323
2001,Jalisco,52.99745855,4595915.312,3589800.166,1006115.146,12687959.84,7946778,4741181.836
2001,M�xico,38.99038751,1047902.2,984151.4396,63750.75991,2689971.314,2387456.765,302514.5488
2001,Michoac�n,41.35372095,2455188.969,2345621.227,109567.7428,3154062.75,3006789.978,147272.7718
2001,Morelos,38.19148565,1316324.182,1265106.425,51217.75636,1914762.861,1835791.357,78971.50397
2001,Nayarit,54.90926501,637682.5317,410952.2994,226730.2323,3143920.639,1438346.72,1705573.919
2001,Nuevo Le�n,58.09271362,1694097.497,1411713.733,282383.7638,2966649.56,2444637.826,522011.734
2001,Oaxaca,45.23968614,1531702.038,1283365.348,248336.6903,3096329.765,2368269.294,728060.4707
2001,Puebla,59.97560699,2142242.555,1798128.941,344113.6147,3562792.994,2967257.107,595535.8872
2001,Quer�taro,50.5192796,982043.9287,942719.1378,39324.79086,1701592.182,1628112.298,73479.88382
2001,Quintana Roo,70.44210177,4963286.474,1366368.51,3596917.964,24141644.68,5146371.504,18995273.17
2001,San Luis Potos�,51.42116372,994621.4625,942009.8459,52611.61652,1377100.769,1302131.856,74968.91232
2001,Sinaloa,41.29407043,1334786.79,1075461.935,259324.8551,3825562.664,2507596.076,1317966.588
2001,Sonora,49.01199144,2134184.909,1757370.85,376814.0591,3365395.753,2843281.171,522114.5817
2001,Tabasco,56.82996042,821582.2013,771204.792,50377.40938,1271165.477,1198896.001,72269.47547
2001,Tamaulipas,-,-,-,-,-,-,-
2001,Tlaxcala,46.38483388,477165.1071,405392.1597,71772.94742,504733.523,430810.1546,73923.36837
2001,Veracruz,44.23073681,4595005.478,4442682.295,152323.1828,6730626.219,6468240.434,262385.7849
2001,Yucat�n,-,-,-,-,-,-,-
2001,Zacatecas,48.02797881,863018.5958,809723.1958,53295.40002,1293816.551,1203865.713,89950.838
2000,Aguascalientes,47.69096981,499935.7535,483769.7616,16165.99191,824423.089,784454.2481,39968.84085
2000,Baja California,47.13146603,2646043.882,1599749.487,1046294.395,4002115.605,2439149.308,1562966.297
2000,Baja California Sur,47.62536416,873095.428,236003.7615,637091.6665,2294028.843,415298.4162,1878730.427
2000,Campeche,55.91189565,787894.3202,537065.59,250828.7302,1272066.718,900252.797,371813.9213
2000,Chiapas,42.02656017,1881696.096,1463640.265,418055.831,2891103.311,2260617.574,630485.7363
2000,Chihuahua,50.49010132,2541121.531,2162169.477,378952.0543,4375742.899,3685849.742,689893.1564
2000,Coahuila,-,-,-,-,-,-,-
2000,Colima,56.32780759,877613.8058,812786.3154,64827.49034,2587587.667,2200464.514,387123.154
2000,Distrito Federal,56.59127577,8178700.216,6295338.765,1883361.451,16561277.07,11888102.14,4673174.935
2000,Durango,44.07907132,470364.5924,450402.5042,19962.08823,599782.293,576457.5283,23324.76468
2000,Guanajuato,49.36033105,2864989.978,2665908.409,199081.5687,3732409.84,3410301.37,322108.4701
2000,Guerrero,47.31152945,2777895.055,2186853.874,591041.1815,8995326.356,6064687.517,2930638.84
2000,Hidalgo,62.61979475,1865172.121,1864858.617,313.5043128,2095303.986,2094990.482,313.5043128
2000,Jalisco,57.94437848,4939147.925,3481217.582,1457930.344,12910772.29,7616263.916,5294508.377
2000,M�xico,39.60713644,1010108.856,950676.1009,59432.75496,2747525.274,2388031.641,359493.6334
2000,Michoac�n,41.56311426,2441128.846,2335082.08,106046.766,3219696.2,3076824.895,142871.3044
2000,Morelos,42.44025251,1390210.775,1323233.516,66977.25884,1968288.614,1872470.865,95817.74921
2000,Nayarit,36.24437802,575233.1485,559487.5578,15745.59069,1085766.155,1061022.86,24743.29535
2000,Nuevo Le�n,63.78399401,1627257.045,1359466.424,267790.6216,2977568.137,2458512.017,519056.12
2000,Oaxaca,45.10704363,1459962.212,1206683.146,253279.0653,2942664.634,2295602.736,647061.8984
2000,Puebla,59.08193645,1990453.234,1720848.306,269604.9279,3410981.545,2940078.722,470902.8239
2000,Quer�taro,54.64660155,994049.7394,955380.8713,38668.86812,1749073.404,1674304.141,74769.26256
2000,Quintana Roo,71.86142381,4076166.606,1005471.976,3070694.631,20726544.77,3873743.924,16852800.85
2000,San Luis Potos�,50.6975767,1086361.851,1039347.196,47014.65595,1361211.024,1298973.465,62237.55939
2000,Sinaloa,45.3928728,1387167.787,1120791.882,266375.9054,3911306.792,2516871.951,1394434.84
2000,Sonora,61.57564677,2373756.948,2017482.108,356274.8399,4079248.621,3540640.165,538608.4564
2000,Tabasco,59.96382735,874655.8622,826154.5351,48501.32711,1262634.264,1193234.921,69399.34363
2000,Tamaulipas,-,-,-,-,-,-,-
2000,Tlaxcala,48.60065764,436050.5732,398999.4804,37051.09278,491646.3629,448531.3511,43115.01185
2000,Veracruz,45.62587322,4532470.014,4382888.834,149581.18,6270430.326,6021700.759,248729.5671
2000,Yucat�n,-,-,-,-,-,-,-
2000,Zacatecas,48.57459575,889493.4093,838775.8493,50717.56006,1266231.464,1188915.257,77316.20712
